Date,Open,High,Low,Close,Adj Close,Volume
2017-06-13,147.160004,147.449997,145.149994,146.589996,142.729416,34165400
2017-06-14,147.500000,147.500000,143.839996,145.160004,141.337067,31531200
2017-06-15,143.320007,144.479996,142.210007,144.289993,140.489960,32165400
2017-06-16,143.779999,144.500000,142.199997,142.270004,138.523209,50361100
2017-06-19,143.660004,146.740005,143.660004,146.339996,142.486008,32541400
2017-06-20,146.869995,146.869995,144.940002,145.009995,141.191010,24900100
2017-06-21,145.520004,146.070007,144.610001,145.869995,142.028366,21265800
2017-06-22,145.770004,146.699997,145.119995,145.630005,141.794708,19106300
2017-06-23,145.130005,147.160004,145.110001,146.279999,142.427597,35439400
2017-06-26,147.169998,148.279999,145.380005,145.820007,141.979691,25692400
2017-06-27,145.009995,146.160004,143.619995,143.729996,139.944733,24761900
2017-06-28,144.490005,146.110001,143.160004,145.830002,141.989441,22082400
2017-06-29,144.710007,145.130005,142.279999,143.679993,139.896042,31499400
2017-06-30,144.449997,144.960007,143.779999,144.020004,140.227097,23024100
2017-07-03,144.880005,145.300003,143.100006,143.500000,139.720795,14277800
2017-07-05,143.690002,144.789993,142.720001,144.089996,140.295242,21569600
2017-07-06,143.020004,143.500000,142.410004,142.729996,138.971069,24128800
2017-07-07,142.899994,144.750000,142.899994,144.179993,140.382874,19201700
2017-07-10,144.110001,145.949997,143.369995,145.059998,141.239700,21090600
2017-07-11,144.729996,145.850006,144.380005,145.529999,141.697327,19781800
2017-07-12,145.869995,146.179993,144.820007,145.740005,141.901810,24884500
2017-07-13,145.500000,148.490005,145.440002,147.770004,143.878342,25199400
2017-07-14,147.970001,149.330002,147.330002,149.039993,145.114883,20132100
2017-07-17,148.820007,150.899994,148.570007,149.559998,145.621170,23793500
2017-07-18,149.199997,150.130005,148.669998,150.080002,146.127518,17868800
2017-07-19,150.479996,151.419998,149.949997,151.020004,147.042740,20923000
2017-07-20,151.500000,151.740005,150.190002,150.339996,146.380661,17243700
2017-07-21,149.990005,150.440002,148.880005,150.270004,146.312531,26252600
2017-07-24,150.580002,152.440002,149.899994,152.089996,148.084564,21493200
2017-07-25,151.800003,153.839996,151.800003,152.740005,148.717453,18853900
2017-07-26,153.350006,153.929993,153.059998,153.460007,149.418518,15781000
2017-07-27,153.750000,153.990005,147.300003,150.559998,146.594864,32476300
2017-07-28,149.889999,150.229996,149.190002,149.500000,145.562775,17213700
2017-07-31,149.899994,150.330002,148.130005,148.729996,144.813034,19845900
2017-08-01,149.100006,150.220001,148.410004,150.050003,146.098297,35368600
2017-08-02,159.279999,159.750000,156.160004,157.139999,153.001572,69936800
2017-08-03,157.050003,157.210007,155.020004,155.570007,151.472931,27097300
2017-08-04,156.070007,157.399994,155.690002,156.389999,152.271317,20559900
2017-08-07,157.059998,158.919998,156.669998,158.809998,154.627609,21870300
2017-08-08,158.600006,161.830002,158.270004,160.080002,155.864151,36205900
2017-08-09,159.259995,161.270004,159.110001,161.059998,156.818329,26131500
2017-08-10,159.899994,160.000000,154.630005,155.320007,151.823380,40804300
2017-08-11,156.600006,158.570007,156.070007,157.479996,153.934753,26257100
2017-08-14,159.320007,160.210007,158.750000,159.850006,156.251419,22122700
2017-08-15,160.660004,162.199997,160.139999,161.600006,157.961990,29465500
2017-08-16,161.940002,162.509995,160.149994,160.949997,157.326645,27671600
2017-08-17,160.520004,160.710007,157.839996,157.860001,154.306213,27940600
2017-08-18,157.860001,159.500000,156.720001,157.500000,153.954300,27428100
2017-08-21,157.500000,157.889999,155.110001,157.210007,153.670837,26368500
2017-08-22,158.229996,160.000000,158.020004,159.779999,156.182968,21604600
2017-08-23,159.070007,160.470001,158.880005,159.979996,156.378464,19399100
2017-08-24,160.429993,160.740005,158.550003,159.270004,155.684448,19818900
2017-08-25,159.649994,160.559998,159.270004,159.860001,156.261154,25480100
2017-08-28,160.139999,162.000000,159.929993,161.470001,157.834915,25966000
2017-08-29,160.100006,163.119995,160.000000,162.910004,159.242508,29516900
2017-08-30,163.800003,163.889999,162.610001,163.350006,159.672623,27269600
2017-08-31,163.639999,164.520004,163.479996,164.000000,160.307968,26785100
2017-09-01,164.800003,164.940002,163.630005,164.050003,160.356842,16591100
2017-09-05,163.750000,164.250000,160.559998,162.080002,158.431183,29468500
2017-09-06,162.710007,162.990005,160.520004,161.910004,158.265030,21651700
2017-09-07,162.089996,162.240005,160.360001,161.259995,157.629654,21928500
2017-09-08,160.860001,161.149994,158.529999,158.630005,155.058868,28611500
2017-09-11,160.500000,162.050003,159.889999,161.500000,157.864258,31580800
2017-09-12,162.610001,163.960007,158.770004,160.860001,157.238647,71714000
2017-09-13,159.869995,159.960007,157.910004,159.649994,156.055878,44907400
2017-09-14,158.990005,159.399994,158.089996,158.279999,154.716736,23760700
2017-09-15,158.470001,160.970001,158.000000,159.880005,156.280716,49114600
2017-09-18,160.110001,160.500000,158.000000,158.669998,155.097946,28269400
2017-09-19,159.509995,159.770004,158.440002,158.729996,155.156601,20810600
2017-09-20,157.899994,158.259995,153.830002,156.070007,152.556503,52951400
2017-09-21,155.800003,155.800003,152.750000,153.389999,149.936829,37511700
2017-09-22,151.539993,152.270004,150.559998,151.889999,148.470596,46645400
2017-09-25,149.990005,151.830002,149.160004,150.550003,147.160751,44387300
2017-09-26,151.779999,153.919998,151.690002,153.139999,149.692444,36660000
2017-09-27,153.800003,154.720001,153.539993,154.229996,150.757935,25504200
2017-09-28,153.889999,154.279999,152.699997,153.279999,149.829315,22005500
2017-09-29,153.210007,154.130005,152.000000,154.119995,150.650375,26299800
2017-10-02,154.259995,154.449997,152.720001,153.809998,150.347382,18698800
2017-10-03,154.009995,155.089996,153.910004,154.479996,151.002274,16230300
2017-10-04,153.630005,153.860001,152.460007,153.479996,150.024796,20163800
2017-10-05,154.179993,155.440002,154.050003,155.389999,151.891785,21283800
2017-10-06,154.970001,155.490005,154.559998,155.300003,151.803818,17407600
2017-10-09,155.809998,156.729996,155.490005,155.839996,152.331665,16262900
2017-10-10,156.059998,158.000000,155.100006,155.899994,152.390305,15617000
2017-10-11,155.970001,156.979996,155.750000,156.550003,153.025696,16905600
2017-10-12,156.350006,157.369995,155.729996,156.000000,152.488052,16125100
2017-10-13,156.729996,157.279999,156.410004,156.990005,153.455765,16394200
2017-10-16,157.899994,160.000000,157.649994,159.880005,156.280716,24121500
2017-10-17,159.779999,160.869995,159.229996,160.470001,156.857437,18997300
2017-10-18,160.419998,160.710007,159.600006,159.759995,156.163422,16374200
2017-10-19,156.750000,157.080002,155.020004,155.979996,152.468521,42584200
2017-10-20,156.610001,157.750000,155.960007,156.250000,152.732422,23974100
2017-10-23,156.889999,157.690002,155.500000,156.169998,152.654221,21984300
2017-10-24,156.289993,157.419998,156.199997,157.100006,153.563309,17757200
2017-10-25,156.910004,157.550003,155.270004,156.410004,152.888840,21207100
2017-10-26,157.229996,157.830002,156.779999,157.410004,153.866302,17000500
2017-10-27,159.289993,163.600006,158.699997,163.050003,159.379364,44454200
2017-10-30,163.889999,168.070007,163.720001,166.720001,162.966751,44700800
2017-10-31,167.899994,169.649994,166.940002,169.039993,165.234512,36046800
2017-11-01,169.869995,169.940002,165.610001,166.889999,163.132919,33637800
2017-11-02,166.600006,168.500000,165.279999,168.110001,164.325455,41393400
2017-11-03,174.000000,174.259995,171.119995,172.500000,168.616608,59398600
2017-11-06,172.369995,174.990005,171.720001,174.250000,170.327209,34319500
2017-11-07,173.910004,175.250000,173.600006,174.809998,170.874619,24361500
2017-11-08,174.660004,176.240005,174.330002,176.240005,172.272415,24409500
2017-11-09,175.110001,176.100006,173.139999,175.880005,171.920532,29482600
2017-11-10,175.110001,175.380005,174.270004,174.669998,171.351532,25145500
2017-11-13,173.500000,174.500000,173.399994,173.970001,170.664841,16982100
2017-11-14,173.039993,173.479996,171.179993,171.339996,168.084793,24782500
2017-11-15,169.970001,170.320007,168.380005,169.080002,165.867737,29158100
2017-11-16,171.179993,171.869995,170.300003,171.100006,167.849380,23637500
2017-11-17,171.039993,171.389999,169.639999,170.149994,166.917419,21899500
2017-11-20,170.289993,170.559998,169.559998,169.979996,166.750641,16262400
2017-11-21,170.779999,173.699997,170.779999,173.139999,169.850601,25131300
2017-11-22,173.360001,175.000000,173.050003,174.960007,171.636032,25588900
2017-11-24,175.100006,175.500000,174.649994,174.970001,171.645859,14026700
2017-11-27,175.050003,175.080002,173.339996,174.089996,170.782547,20716800
2017-11-28,174.300003,174.869995,171.860001,173.070007,169.781952,26428800
2017-11-29,172.630005,172.919998,167.160004,169.479996,166.260147,41666400
2017-11-30,170.429993,172.139999,168.440002,171.850006,168.585114,41527200
2017-12-01,169.949997,171.669998,168.500000,171.050003,167.800308,39759300
2017-12-04,172.479996,172.619995,169.630005,169.800003,166.574081,32542400
2017-12-05,169.059998,171.520004,168.399994,169.639999,166.417099,27350200
2017-12-06,167.500000,170.199997,166.460007,169.009995,165.799088,28560000
2017-12-07,169.029999,170.440002,168.910004,169.320007,166.103195,25673300
2017-12-08,170.490005,171.000000,168.820007,169.369995,166.152222,23355200
2017-12-11,169.199997,172.889999,168.789993,172.669998,169.389542,35273800
2017-12-12,172.149994,172.389999,171.460007,171.699997,168.437973,19409200
2017-12-13,172.500000,173.539993,172.000000,172.270004,168.997131,23818400
2017-12-14,172.399994,173.130005,171.649994,172.220001,168.948074,20476500
2017-12-15,173.630005,174.169998,172.460007,173.970001,170.664841,40169300
2017-12-18,174.880005,177.199997,174.860001,176.419998,173.068283,29421100
2017-12-19,175.029999,175.389999,174.089996,174.539993,171.224014,27436400
2017-12-20,174.869995,175.419998,173.250000,174.350006,171.037628,23475600
2017-12-21,174.169998,176.020004,174.100006,175.009995,171.685074,20949900
2017-12-22,174.679993,175.419998,174.500000,175.009995,171.685074,16114600
2017-12-26,170.800003,171.470001,169.679993,170.570007,167.329453,33185500
2017-12-27,170.100006,170.779999,169.710007,170.600006,167.358871,21498200
2017-12-28,171.000000,171.850006,170.479996,171.080002,167.829758,16480200
2017-12-29,170.520004,170.589996,169.220001,169.229996,166.014908,25884400
2018-01-02,170.160004,172.300003,169.259995,172.259995,168.987320,25555900
2018-01-03,172.529999,174.550003,171.960007,172.229996,168.957886,29517900
2018-01-04,172.539993,173.470001,172.080002,173.029999,169.742706,22434600
2018-01-05,173.440002,175.369995,173.050003,175.000000,171.675278,23660000
2018-01-08,174.350006,175.610001,173.929993,174.350006,171.037628,20567800
2018-01-09,174.550003,175.059998,173.410004,174.330002,171.018005,21584000
2018-01-10,173.160004,174.300003,173.000000,174.289993,170.978760,23959900
2018-01-11,174.589996,175.490005,174.490005,175.279999,171.949951,18667700
2018-01-12,176.179993,177.360001,175.649994,177.089996,173.725571,25226000
2018-01-16,177.899994,179.389999,176.139999,176.190002,172.842682,29565900
2018-01-17,176.149994,179.250000,175.070007,179.100006,175.697388,34386800
2018-01-18,179.369995,180.100006,178.250000,179.259995,175.854340,31193400
2018-01-19,178.610001,179.580002,177.410004,178.460007,175.069550,32425100
2018-01-22,177.300003,177.779999,176.600006,177.000000,173.637283,27108600
2018-01-23,177.300003,179.440002,176.820007,177.039993,173.676514,32689100
2018-01-24,177.250000,177.300003,173.199997,174.220001,170.910080,51105100
2018-01-25,174.509995,174.949997,170.529999,171.110001,167.859161,41529000
2018-01-26,172.000000,172.000000,170.059998,171.509995,168.251556,39143000
2018-01-29,170.160004,170.160004,167.070007,167.960007,164.769012,50640400
2018-01-30,165.529999,167.369995,164.699997,166.970001,163.797836,46048200
2018-01-31,166.869995,168.440002,166.500000,167.429993,164.249084,32478900
2018-02-01,167.169998,168.619995,166.759995,167.779999,164.592438,47230800
2018-02-02,166.000000,166.800003,160.100006,160.500000,157.450745,86593800
2018-02-05,159.100006,163.880005,156.000000,156.490005,153.516953,72738500
2018-02-06,154.830002,163.720001,154.000000,163.029999,159.932663,68243800
2018-02-07,163.089996,163.399994,159.070007,159.539993,156.508972,51608600
2018-02-08,160.289993,161.000000,155.029999,155.149994,152.202393,54390500
2018-02-09,157.070007,157.889999,150.240005,156.410004,154.064056,70672600
2018-02-12,158.500000,163.889999,157.509995,162.710007,160.269562,60819500
2018-02-13,161.949997,164.750000,161.649994,164.339996,161.875107,32549200
2018-02-14,163.039993,167.539993,162.880005,167.369995,164.859650,40644900
2018-02-15,169.789993,173.089996,169.000000,172.990005,170.395370,51147200
2018-02-16,172.360001,174.820007,171.770004,172.429993,169.843765,40176100
2018-02-20,172.050003,174.259995,171.419998,171.850006,169.272461,33930500
2018-02-21,172.830002,174.119995,171.009995,171.070007,168.504166,37471600
2018-02-22,171.800003,173.949997,171.710007,172.500000,169.912704,30991900
2018-02-23,173.669998,175.649994,173.539993,175.500000,172.867706,33812400
2018-02-26,176.350006,179.389999,176.210007,178.970001,176.285675,38162200
2018-02-27,179.100006,180.479996,178.160004,178.389999,175.714386,38928100
2018-02-28,179.259995,180.619995,178.050003,178.119995,175.448410,37782100
2018-03-01,178.539993,179.779999,172.660004,175.000000,172.375214,48802000
2018-03-02,172.800003,176.300003,172.449997,176.210007,173.567078,38454000
2018-03-05,175.210007,177.740005,174.520004,176.820007,174.167923,28401400
2018-03-06,177.910004,178.250000,176.130005,176.669998,174.020172,23788500
2018-03-07,174.940002,175.850006,174.270004,175.029999,172.404770,31703500
2018-03-08,175.479996,177.119995,175.070007,176.940002,174.286118,23774100
2018-03-09,177.960007,180.000000,177.389999,179.979996,177.280518,32185200
2018-03-12,180.289993,182.389999,180.210007,181.720001,178.994415,32207100
2018-03-13,182.589996,183.500000,179.240005,179.970001,177.270660,31693500
2018-03-14,180.320007,180.520004,177.809998,178.440002,175.763611,29368400
2018-03-15,178.500000,180.240005,178.070007,178.649994,175.970459,22743800
2018-03-16,178.649994,179.119995,177.619995,178.020004,175.349915,39404700
2018-03-19,177.320007,177.470001,173.660004,175.300003,172.670731,33446800
2018-03-20,175.240005,176.800003,174.940002,175.240005,172.611618,19649400
2018-03-21,175.039993,175.089996,171.259995,171.270004,168.701157,36338100
2018-03-22,170.000000,172.679993,168.600006,168.850006,166.317459,41490800
2018-03-23,168.389999,169.919998,164.940002,164.940002,162.466095,41028800
2018-03-26,168.070007,173.100006,166.440002,172.770004,170.178680,37541200
2018-03-27,173.679993,175.149994,166.919998,168.339996,165.815109,40922600
2018-03-28,167.250000,170.020004,165.190002,166.479996,163.983002,41668500
2018-03-29,167.809998,171.750000,166.899994,167.779999,165.263504,38398500
2018-04-02,166.639999,168.940002,164.470001,166.679993,164.180008,37586800
2018-04-03,167.639999,168.750000,164.880005,168.389999,165.864349,30278000
2018-04-04,164.880005,172.009995,164.770004,171.610001,169.036072,34605500
2018-04-05,172.580002,174.229996,172.080002,172.800003,170.208206,26933200
2018-04-06,170.970001,172.479996,168.199997,168.380005,165.854523,35005300
2018-04-09,169.880005,173.089996,169.850006,170.050003,167.499466,29017700
2018-04-10,173.000000,174.000000,171.529999,173.250000,170.651459,28408600
2018-04-11,172.229996,173.919998,171.699997,172.440002,169.853622,22431600
2018-04-12,173.410004,175.000000,173.039993,174.139999,171.528107,22889300
2018-04-13,174.779999,175.839996,173.850006,174.729996,172.109268,25124300
2018-04-16,175.029999,176.190002,174.830002,175.820007,173.182922,21578400
2018-04-17,176.490005,178.940002,176.410004,178.240005,175.566620,26509000
2018-04-18,177.809998,178.820007,176.880005,177.839996,175.172607,20754500
2018-04-19,173.759995,175.389999,172.660004,172.800003,170.208206,34808800
2018-04-20,170.600006,171.220001,165.429993,165.720001,163.234390,65491100
